from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,amount_baseline,potato | amount_biochar_amendment
"Transformation, to arable land, unspecified use",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '2f1e926a-ec96-432b-b2a6-bd5e3de2ff87')",potato production,potato,CN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e03ab290d36b4a6bbb7cf264e5e0e7ed')",biosphere,0.6433764100074768,0.5134688028790716
"market for 1,3-dichloropropene","1,3-dichloropropene",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'b652f85f43d0468b9bdb1ef94ba26c80')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,0.00048171504749916494,0.00038444935953644443
market for NPK (15-15-15) fertiliser,NPK (15-15-15) fertiliser,RNA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'b4959d1d826b4b85b51a66fc0feeb707')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,0.0018012768123298883,0.0014375712787948031
market for [sulfonyl]urea-compound,[sulfonyl]urea-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '603c9dc048b641e580fedf4368b42a86')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,1.1416045708756428e-06,9.110970238432903e-07
market for [thio]carbamate-compound,[thio]carbamate-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2f82889fd15c407e8ec4b4200a067a5f')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,0.001009737141430378,0.000805855659561355
"market for acetamide-anillide-compound, unspecified","acetamide-anillide-compound, unspecified",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3f96924232f54e60bd32fd3a17114456')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,6.824299816798884e-06,5.44636856887381e-06
"market for ammonia, anhydrous, liquid","ammonia, anhydrous, liquid",RNA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '6b2416e5ecdb4f8babaedb81d921749f')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,0.0012689599534496665,0.0010127373930164936
market for ammonium nitrate,ammonium nitrate,RNA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'f4e1bad3ba1147598100ef79c6ff7c77')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,0.00019496740424074233,0.0001556004822352293
market for ammonium nitrate phosphate,ammonium nitrate phosphate,RNA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '851182b83849403fa01df717dbd689eb')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,0.00017636624397709966,0.0001407551827430963
market for ammonium sulfate,ammonium sulfate,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'ea0d0d8fe70f4ed4af248582a7001665')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,0.0006386371096596122,0.0005096864402710392
"market for application of plant protection product, by airplane","application of plant protection product, by airplane",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '996400f38b7443eda2430605f1afa692')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,6.131824920885265e-05,4.893715020658631e-05
"market for application of plant protection product, fumigation","application of plant protection product, fumigation",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'd7693161b12643988472326d0afad78b')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,1.5329562302213162e-05,1.2234287551646577e-05
market for benzo[thia]diazole-compound,benzo[thia]diazole-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e71728e8efd474c8551779f49424168')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,4.61512030369704e-07,3.683256427531556e-07
market for chlorothalonil,chlorothalonil,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'fcc37498122b4c56b6756b7aeb0e1f76')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,1.9996357877971604e-05,1.595878521785443e-05
market for copper oxide,copper oxide,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '1522602e38454f4c9744a4cdc7f4a708')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,5.084836629976053e-06,4.058129792478893e-06
market for cyclic N-compound,cyclic N-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '75a2cb9faef44630bbaf0a4c88168dbc')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,1.700203756627161e-05,1.3569064298700406e-05
market for diammonium phosphate,diammonium phosphate,RNA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '23298c17a8654f1d8437da43820bd331')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,0.00029394373996183276,0.0002345919712384938
market for diazole-compound,diazole-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '9038a30a94bb4b80933061b9e86e94b8')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,2.2557703687198227e-06,1.8002955855704889e-06
market for dimethenamide,dimethenamide,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'cebd5e40cf704bb28d7f9d901dbb33a9')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,7.800687171766185e-07,6.225608277546836e-07
market for dinitroaniline-compound,dinitroaniline-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '8e9b10cbe54c4a52939d01afbeefe917')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,1.1728736353688873e-05,9.360523825769252e-06
"market for fertilising, by broadcaster","fertilising, by broadcaster",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'df2ecc54c49e4c5686d22fa98452cba5')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,2.139852222171612e-05,1.707783098301366e-05
"market for fertilising, by injection","fertilising, by injection",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'c07064ead64d47febadf04a7bf048e36')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a525ead2098d439183c5259296bf65f0')",technosphere,8.744136721361428e-05,6.978560831094515e-05
